Entity,Code,Year,Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Nuclear per capita (kWh),Hydro per capita (kWh),Wind per capita (kWh),Solar per capita (kWh),Other renewables per capita (kWh),Continent
Latvia,LVA,2013,425.96,9395.87,6876.35,0.0,3645.686,148.982,0.25,628.48,Europe
Latvia,LVA,2014,343.664,9560.221,6253.159,0.0,2510.913,127.183,0.252,842.428,Europe
Latvia,LVA,2015,269.155,10150.762,6378.133,0.0,2365.165,186.124,0.253,973.668,Europe
Latvia,LVA,2016,241.555,10596.833,6684.846,0.0,3221.842,165.615,0.487,1048.468,Europe
Latvia,LVA,2017,238.442,10951.734,6132.181,0.0,5613.305,192.209,0.564,1192.518,Europe
Latvia,LVA,2018,289.544,10282.265,7113.919,0.0,3134.532,157.319,1.641,1216.542,Europe
Latvia,LVA,2019,445.197,11384.17,6879.332,0.0,2736.906,200.722,0.0,1268.617,Europe
Lithuania,LTU,1985,2655.168,28742.845,11451.974,7392.555,306.731,0.0,0.0,0.0,Europe
Lithuania,LTU,1986,3062.673,23836.049,11374.093,7637.564,297.168,0.0,0.0,0.0,Europe
Lithuania,LTU,1987,2987.402,25918.565,11771.788,7033.3,277.541,0.0,0.0,0.0,Europe
Lithuania,LTU,1988,2986.085,24710.732,12168.961,9728.943,291.969,0.0,0.0,0.0,Europe
Lithuania,LTU,1989,2771.03,25180.048,12826.699,12559.442,289.987,0.0,0.0,0.0,Europe
Lithuania,LTU,1990,2508.507,23984.363,14722.534,12801.387,311.147,0.0,0.0,0.0,Europe
Lithuania,LTU,1991,2801.017,26374.773,15236.35,12773.13,253.96,0.0,0.0,0.0,Europe
Lithuania,LTU,1992,1315.944,13894.9,8725.66,11025.256,234.243,0.0,0.0,0.0,Europe
Lithuania,LTU,1993,1172.188,12143.382,4741.027,9276.923,297.376,0.0,0.0,0.0,Europe
Lithuania,LTU,1994,979.101,11326.908,5517.96,5866.148,344.082,0.0,0.0,0.0,Europe
Lithuania,LTU,1995,786.877,10337.703,6505.687,9054.016,285.666,0.0,0.0,0.0,Europe
Lithuania,LTU,1996,727.682,10797.317,6999.626,10745.785,251.264,0.0,0.0,0.0,Europe
Lithuania,LTU,1997,592.221,10766.948,6505.009,9329.616,228.895,0.0,0.0,0.0,Europe
Lithuania,LTU,1998,520.161,12438.192,5737.798,10590.726,325.832,0.0,0.0,0.0,Europe
Lithuania,LTU,1999,447.207,10316.173,5974.509,7762.671,325.872,0.0,0.0,0.0,Europe
Lithuania,LTU,2000,306.525,8012.791,6855.462,6677.935,269.132,0.0,0.0,0.0,Europe
Lithuania,LTU,2001,280.54,9300.503,7186.569,9025.963,258.577,0.0,0.0,1.589,Europe
Lithuania,LTU,2002,456.085,8682.772,7327.075,11255.873,281.118,0.0,0.0,3.184,Europe
Lithuania,LTU,2003,594.445,8390.698,8020.073,12356.183,259.429,0.0,0.0,5.586,Europe
Lithuania,LTU,2004,580.297,9079.622,8078.058,12091.145,336.675,0.961,0.0,4.804,Europe
Lithuania,LTU,2005,642.711,9798.053,8614.345,8315.448,362.538,1.448,0.0,5.631,Europe
Lithuania,LTU,2006,883.782,9979.848,8642.403,7000.998,321.354,11.087,0.0,20.231,Europe
Lithuania,LTU,2007,890.361,9960.668,10320.697,8014.318,342.811,86.477,0.0,44.013,Europe
Lithuania,LTU,2008,766.285,10998.953,9396.671,8128.519,330.195,107.71,0.0,56.689,Europe
Lithuania,LTU,2009,618.039,9566.059,8011.376,8990.006,351.479,130.635,0.0,84.494,Europe
Lithuania,LTU,2010,770.618,9994.501,9277.203,0.0,450.697,186.956,0.0,122.69,Europe
Lithuania,LTU,2011,904.221,9789.572,10256.137,0.0,403.388,399.269,0.084,131.969,Europe
Lithuania,LTU,2012,892.296,10150.104,10135.977,0.0,357.106,456.72,1.945,184.345,Europe
Lithuania,LTU,2013,1039.319,9985.058,8365.567,0.0,443.469,512.814,38.119,303.758,Europe
Lithuania,LTU,2014,890.551,9909.176,8083.855,0.0,341.092,547.443,62.531,342.462,Europe
Lithuania,LTU,2015,723.504,10977.337,8198.387,0.0,301.639,699.136,63.244,385.245,Europe
Lithuania,LTU,2016,743.677,12109.555,7411.304,0.0,394.971,988.428,57.866,376.175,Europe
Lithuania,LTU,2017,809.808,12794.207,7834.403,0.0,529.35,1198.419,58.436,442.531,Europe
Lithuania,LTU,2018,877.752,13709.032,7992.463,0.0,399.294,1015.981,70.986,417.04,Europe
Lithuania,LTU,2019,858.74,13893.002,7815.789,0.0,310.424,1308.986,80.746,488.066,Europe
Luxembourg,LUX,1965,96109.692,29795.065,0.0,0.0,727.374,0.0,0.0,0.0,Europe
Luxembourg,LUX,1966,86258.238,33703.559,0.0,0.0,650.595,0.0,0.0,0.0,Europe
Luxembourg,LUX,1967,80341.079,37000.161,0.0,0.0,729.849,0.0,0.0,0.0,Europe
Luxembourg,LUX,1968,85601.714,40600.135,0.0,0.0,741.006,0.0,0.0,0.0,Europe
Luxembourg,LUX,1969,90400.957,44688.026,86.539,0.0,641.001,0.0,0.0,0.0,Europe
Luxembourg,LUX,1970,92147.3,47127.364,214.561,0.0,704.363,0.0,0.0,0.0,Europe
Luxembourg,LUX,1971,84422.986,48775.668,428.474,0.0,395.793,0.0,0.0,0.0,Europe
Luxembourg,LUX,1972,82364.063,50773.696,3397.985,0.0,462.657,0.0,0.0,0.0,Europe
Luxembourg,LUX,1973,80908.772,55933.796,6737.385,0.0,404.957,0.0,0.0,0.0,Europe
Luxembourg,LUX,1974,85518.672,49871.085,8975.981,0.0,593.06,0.0,0.0,0.0,Europe
Luxembourg,LUX,1975,64477.56,44102.04,10303.751,0.0,508.043,0.0,0.0,0.0,Europe
Luxembourg,LUX,1976,59212.059,47359.192,11698.421,0.0,317.414,0.0,0.0,0.0,Europe
Luxembourg,LUX,1977,50750.899,46329.655,12245.525,0.0,608.365,0.0,0.0,100.588,Europe
Luxembourg,LUX,1978,53359.513,46398.839,13395.451,0.0,575.601,0.0,0.0,115.42,Europe
Luxembourg,LUX,1979,58928.584,42769.227,13927.177,0.0,624.855,0.0,0.0,122.437,Europe
Luxembourg,LUX,1980,58297.019,35681.978,12225.231,0.0,658.135,0.0,0.0,114.469,Europe
Luxembourg,LUX,1981,46759.01,34196.95,9434.646,0.0,701.69,0.0,0.0,136.986,Europe
Luxembourg,LUX,1982,43059.711,33826.146,7828.749,0.0,623.06,0.0,0.0,136.986,Europe
Luxembourg,LUX,1983,39513.355,32215.281,7427.275,0.0,614.407,0.0,0.0,129.376,Europe
Luxembourg,LUX,1984,44861.331,32184.052,8007.547,0.0,652.004,0.0,0.0,144.202,Europe
Luxembourg,LUX,1985,44406.354,34108.671,8746.116,0.0,526.878,0.0,0.0,136.24,Europe
Luxembourg,LUX,1986,39248.917,36952.795,8501.013,0.0,648.081,0.0,0.0,127.974,Europe
Luxembourg,LUX,1987,28125.187,41661.054,9634.979,0.0,749.334,0.0,0.0,164.72,Europe
Luxembourg,LUX,1988,28449.988,42421.848,9947.804,0.0,683.081,0.0,0.0,170.826,Europe
Luxembourg,LUX,1989,34871.567,46128.567,11193.472,0.0,514.874,0.0,0.0,139.624,Europe
Luxembourg,LUX,1990,33501.733,50066.055,13040.526,0.0,509.017,0.0,0.0,90.932,Europe
Luxembourg,LUX,1991,31536.608,57728.361,13418.367,0.0,604.491,0.0,0.0,100.576,Europe
Luxembourg,LUX,1992,29327.85,58651.581,13806.499,0.0,497.301,0.0,0.0,83.618,Europe
Luxembourg,LUX,1993,29845.474,57602.969,14122.85,0.0,468.794,0.0,0.0,102.939,Europe
Luxembourg,LUX,1994,25415.331,56822.037,14050.889,0.0,594.251,0.0,0.0,104.201,Europe
Luxembourg,LUX,1995,14084.283,52477.657,15820.877,0.0,599.129,0.0,0.0,132.714,Europe
Luxembourg,LUX,1996,13079.547,53566.527,17104.111,0.0,402.577,0.0,0.0,103.65,Europe
Luxembourg,LUX,1997,8179.773,55140.295,17275.884,0.0,548.942,19.841,0.0,111.898,Europe
Luxembourg,LUX,1998,2683.638,56551.757,17198.18,0.0,749.87,71.727,0.0,111.294,Europe
Luxembourg,LUX,1999,2682.188,59720.293,17632.176,0.0,547.822,116.009,0.0,121.488,Europe
Luxembourg,LUX,2000,2926.175,63327.579,17907.702,0.0,786.851,157.639,0.255,142.406,Europe
Luxembourg,LUX,2001,3129.53,66615.911,19726.152,0.0,740.314,148.9,0.289,162.279,Europe
Luxembourg,LUX,2002,1930.477,67272.151,27944.279,0.0,615.892,151.171,0.364,166.832,Europe
Luxembourg,LUX,2003,1472.614,71737.978,28097.338,0.0,484.046,159.488,8.527,208.143,Europe
Luxembourg,LUX,2004,2045.544,80467.73,30769.936,0.0,623.199,235.959,55.092,254.98,Europe
Luxembourg,LUX,2005,1970.5,81564.821,29869.12,0.0,545.839,306.875,103.942,271.119,Europe
Luxembourg,LUX,2006,2311.028,76228.237,30706.699,0.0,638.481,332.605,121.109,316.717,Europe
Luxembourg,LUX,2007,1919.564,72789.599,28119.041,0.0,652.61,359.494,116.881,350.441,Europe
Luxembourg,LUX,2008,1796.057,71854.307,26214.815,0.0,719.069,329.773,109.025,379.079,Europe
Luxembourg,LUX,2009,1565.488,65644.01,26032.089,0.0,558.681,335.043,107.24,412.707,Europe
Luxembourg,LUX,2010,1533.879,67258.344,27394.321,0.0,552.581,282.719,108.544,431.857,Europe
Luxembourg,LUX,2011,1308.656,67224.618,23131.571,0.0,314.571,319.814,128.545,464.262,Europe
Luxembourg,LUX,2012,1176.142,63402.525,23020.21,0.0,476.841,375.77,185.673,456.026,Europe
Luxembourg,LUX,2013,1025.925,60971.808,19059.998,0.0,562.004,391.472,347.674,444.204,Europe
Luxembourg,LUX,2014,1118.828,57501.623,17668.31,0.0,494.254,366.266,434.428,528.356,Europe
Luxembourg,LUX,2015,1007.852,55307.117,15772.039,0.0,442.833,454.411,462.768,562.009,Europe
Luxembourg,LUX,2016,1052.204,54093.066,14243.566,0.0,501.269,440.789,435.585,608.146,Europe
Luxembourg,LUX,2017,890.54,55353.121,13616.807,0.0,361.694,991.652,458.037,723.734,Europe
Luxembourg,LUX,2018,811.232,57398.943,13163.31,0.0,381.77,1047.543,492.653,894.581,Europe
Luxembourg,LUX,2019,1054.766,57275.362,12913.781,0.0,426.631,1072.408,484.429,1129.797,Europe
Malaysia,MYS,1965,18.311,2846.469,0.0,0.0,171.151,0.0,0.0,0.0,Asia
Malaysia,MYS,1966,23.759,3227.298,0.0,0.0,196.346,0.0,0.0,0.0,Asia
Malaysia,MYS,1967,13.892,3181.815,0.0,0.0,200.467,0.0,0.0,0.0,Asia
Malaysia,MYS,1968,13.552,3146.652,0.0,0.0,216.871,0.0,0.0,0.0,Asia
Malaysia,MYS,1969,16.537,3169.576,0.0,0.0,267.008,0.0,0.0,0.0,Asia
Malaysia,MYS,1970,17.223,3414.65,7.535,0.0,309.042,0.0,0.0,0.0,Asia
Malaysia,MYS,1971,43.105,3652.446,74.918,0.0,262.661,0.0,0.0,0.0,Asia
Malaysia,MYS,1972,106.81,3964.24,102.482,0.0,283.076,0.0,0.0,0.0,Asia
Malaysia,MYS,1973,99.316,4215.322,100.104,0.0,265.486,0.0,0.0,0.0,Asia
Malaysia,MYS,1974,96.99,4102.125,203.795,0.0,235.401,0.0,0.0,0.0,Asia
Malaysia,MYS,1975,8.606,4223.848,239.784,0.0,229.54,0.0,0.0,0.0,Asia
Malaysia,MYS,1976,9.327,4595.856,278.431,0.0,211.191,0.0,0.0,0.0,Asia
Malaysia,MYS,1977,10.002,5093.588,248.377,0.0,167.014,0.0,0.0,0.0,Asia
Malaysia,MYS,1978,21.27,5376.256,1791.073,0.0,191.342,0.0,0.0,0.0,Asia
Malaysia,MYS,1979,29.377,6366.714,2173.066,0.0,227.738,0.0,0.0,0.0,Asia
Malaysia,MYS,1980,42.144,7022.415,1885.515,0.0,283.607,0.0,0.0,0.0,Asia
Malaysia,MYS,1981,76.524,7314.053,1547.761,0.0,306.859,0.0,0.0,0.0,Asia
Malaysia,MYS,1982,68.313,7473.804,1903.107,0.0,288.445,0.0,0.0,0.0,Asia
Malaysia,MYS,1983,173.442,7814.722,2604.764,0.0,327.883,0.0,0.0,0.0,Asia
Malaysia,MYS,1984,182.963,7491.148,3147.88,0.0,631.08,0.0,0.0,0.0,Asia
Malaysia,MYS,1985,237.834,7283.03,2960.624,0.0,671.058,0.0,0.0,0.0,Asia
Malaysia,MYS,1986,171.797,6804.818,4466.724,0.0,713.422,0.0,0.0,0.0,Asia
Malaysia,MYS,1987,230.179,6782.984,4326.938,0.0,834.891,0.0,0.0,0.0,Asia
Malaysia,MYS,1988,177.641,7146.083,4284.56,0.0,934.891,0.0,0.0,0.0,Asia
Malaysia,MYS,1989,794.177,7204.015,4764.396,0.0,839.018,0.0,0.0,0.0,Asia
Malaysia,MYS,1990,854.746,8412.561,4386.894,0.0,620.369,0.0,0.0,0.0,Asia
Malaysia,MYS,1991,980.234,8830.313,6350.035,0.0,667.344,0.0,0.0,0.0,Asia
Malaysia,MYS,1992,1003.024,9374.112,6725.368,0.0,626.51,0.0,0.0,0.0,Asia
Malaysia,MYS,1993,817.761,10081.339,6441.42,0.0,691.843,0.0,0.0,0.0,Asia
Malaysia,MYS,1994,886.008,10887.438,6523.47,0.0,901.409,0.0,0.0,0.0,Asia
Malaysia,MYS,1995,946.774,11116.454,6606.876,0.0,843.042,0.0,0.0,0.0,Asia
Malaysia,MYS,1996,927.323,11869.243,7752.786,0.0,685.128,0.0,0.0,0.0,Asia
Malaysia,MYS,1997,874.241,13289.51,9381.458,0.0,537.573,0.0,0.0,0.0,Asia
Malaysia,MYS,1998,909.703,11118.954,9242.479,0.0,559.827,0.0,0.0,0.0,Asia
Malaysia,MYS,1999,994.975,11933.674,10266.392,0.0,925.722,0.0,0.0,0.0,Asia
Malaysia,MYS,2000,1245.704,11741.622,12397.187,0.0,837.622,0.0,0.0,68.373,Asia
Malaysia,MYS,2001,1456.394,11981.62,11687.401,0.0,706.086,0.0,0.0,66.825,Asia
Malaysia,MYS,2002,1748.52,13116.032,11603.106,0.0,613.334,0.0,0.0,45.805,Asia
Malaysia,MYS,2003,2501.469,13552.472,12253.912,0.0,561.44,0.0,0.0,45.941,Asia
Malaysia,MYS,2004,3059.769,13522.523,12978.557,0.0,598.871,0.0,0.0,61.935,Asia
Malaysia,MYS,2005,3116.483,13260.05,14547.131,0.0,628.939,0.0,0.0,62.035,Asia
Malaysia,MYS,2006,3237.121,13428.846,14832.456,0.0,645.031,0.0,0.0,63.653,Asia
Malaysia,MYS,2007,3848.124,14041.923,15120.318,0.0,592.189,0.0,0.0,75.53,Asia
Malaysia,MYS,2008,4174.206,13212.992,15989.768,0.0,756.666,0.0,0.0,77.223,Asia
Malaysia,MYS,2009,4451.522,12898.11,14430.269,0.0,651.726,0.0,0.0,131.799,Asia
Malaysia,MYS,2010,6088.405,12722.199,13479.563,0.0,587.969,0.0,0.0,116.739,Asia
Malaysia,MYS,2011,5992.238,13391.119,13373.841,0.0,728.66,0.0,0.0,139.069,Asia
Malaysia,MYS,2012,6350.085,13821.457,14454.292,0.0,819.745,0.0,0.62,133.065,Asia
Malaysia,MYS,2013,5942.25,14497.212,15123.472,0.0,1025.062,0.0,12.25,95.879,Asia
Malaysia,MYS,2014,5975.914,14361.794,14969.446,0.0,1140.767,0.0,19.342,59.049,Asia
Malaysia,MYS,2015,6682.85,13114.772,15473.51,0.0,1163.636,0.0,22.815,62.761,Asia
Malaysia,MYS,2016,7099.466,14457.073,14662.87,0.0,1641.071,0.0,25.406,62.286,Asia
Malaysia,MYS,2017,7760.983,13527.259,14481.334,0.0,2157.693,0.0,26.523,61.485,Asia
Malaysia,MYS,2018,8169.971,13554.8,13015.927,0.0,2086.73,0.0,38.024,64.624,Asia
Malaysia,MYS,2019,7804.501,13646.824,13235.766,0.0,2096.098,0.0,61.515,68.958,Asia
Mexico,MEX,1965,181.811,4044.249,1827.734,0.0,557.961,0.0,0.0,0.0,North America
Mexico,MEX,1966,187.982,4107.955,1869.804,0.0,617.434,0.0,0.0,0.0,North America
Mexico,MEX,1967,223.602,4265.195,1558.833,0.0,651.734,0.0,0.0,0.0,North America
Mexico,MEX,1968,227.255,4496.698,1622.732,0.0,725.072,0.0,0.0,0.0,North America
Mexico,MEX,1969,223.385,4608.242,1951.559,0.0,745.599,0.0,0.0,0.0,North America
Mexico,MEX,1970,242.99,4805.898,1935.664,0.0,809.426,0.0,0.0,0.0,North America
Mexico,MEX,1971,295.965,4944.551,1951.816,0.0,762.639,0.0,0.0,0.0,North America
Mexico,MEX,1972,317.456,5403.425,2025.594,0.0,788.841,0.0,0.0,0.0,North America
Mexico,MEX,1973,330.454,5614.762,2179.285,0.0,807.383,0.0,0.0,7.94,North America
Mexico,MEX,1974,354.728,6163.032,2227.942,0.0,800.648,0.0,0.0,22.187,North America
Mexico,MEX,1975,396.228,6613.398,2204.242,0.0,707.493,0.0,0.0,24.139,North America
Mexico,MEX,1976,295.957,7090.505,2104.03,0.0,782.643,0.0,0.0,26.262,North America
Mexico,MEX,1977,414.666,7129.052,2163.173,0.0,848.003,0.0,0.0,26.156,North America
Mexico,MEX,1978,421.45,7824.17,2652.28,0.0,698.461,0.0,0.0,25.756,North America
Mexico,MEX,1979,403.833,8189.806,3140.385,0.0,756.492,0.0,0.0,42.807,North America
Mexico,MEX,1980,399.021,8908.81,3291.234,0.0,693.205,0.0,0.0,37.509,North America
Mexico,MEX,1981,344.325,9521.396,3483.63,0.0,985.238,0.0,0.0,38.58,North America
Mexico,MEX,1982,402.78,9629.658,3658.321,0.0,896.126,0.0,0.0,50.662,North America
Mexico,MEX,1983,448.145,9169.68,3688.653,0.0,792.085,0.0,0.0,51.69,North America
Mexico,MEX,1984,439.484,9491.635,3612.283,0.0,881.793,0.0,0.0,53.2,North America
Mexico,MEX,1985,466.179,9672.966,3622.899,0.0,1039.242,0.0,0.0,59.992,North America
Mexico,MEX,1986,503.325,9588.897,3156.25,0.0,762.378,0.0,0.0,121.494,North America
Mexico,MEX,1987,476.929,9852.546,3147.013,0.0,676.389,0.0,0.0,154.952,North America
Mexico,MEX,1988,442.518,9635.016,3138.996,0.0,750.794,0.0,0.0,159.297,North America
Mexico,MEX,1989,480.44,10113.022,3010.41,12.545,855.035,0.0,0.0,157.658,North America
Mexico,MEX,1990,467.474,10364.195,3194.732,97.189,810.105,0.033,0.033,169.56,North America
Mexico,MEX,1991,443.851,10593.763,3301.97,137.796,734.953,0.032,0.065,189.462,North America
Mexico,MEX,1992,440.799,10519.919,3243.125,125.02,855.384,0.032,0.096,203.067,North America
Mexico,MEX,1993,488.491,10316.699,3196.224,154.553,835.447,0.031,0.125,203.722,North America
Mexico,MEX,1994,580.309,10930.844,3338.993,130.607,624.576,0.154,0.154,191.598,North America
Mexico,MEX,1995,635.574,10021.401,3348.162,255.859,836.357,0.212,0.152,194.385,North America
Mexico,MEX,1996,717.144,10093.155,3357.952,234.934,934.494,0.179,0.179,184.432,North America
Mexico,MEX,1997,706.728,10260.925,3322.808,306.988,773.991,0.352,0.176,172.732,North America
Mexico,MEX,1998,711.542,10638.672,3485.366,267.928,711.187,0.434,0.202,177.518,North America
Mexico,MEX,1999,713.418,10386.662,3466.267,285.001,932.119,0.484,0.199,172.676,North America
Mexico,MEX,2000,770.344,10722.075,3631.277,230.901,928.966,0.534,0.197,178.594,North America
Mexico,MEX,2001,834.25,10397.12,3608.303,240.1,782.41,0.495,0.22,171.903,North America
Mexico,MEX,2002,1377.842,9807.021,4038.831,262.818,670.393,0.566,0.216,163.706,North America
Mexico,MEX,2003,1002.304,9928.148,4317.909,277.548,524.68,0.502,0.211,183.676,North America
Mexico,MEX,2004,1011.527,10189.821,4594.743,238.129,652.085,0.518,0.233,188.086,North America
Mexico,MEX,2005,1258.711,10289.946,4972.631,274.174,703.127,0.482,0.228,206.489,North America
Mexico,MEX,2006,1331.335,10037.594,5419.146,270.035,756.621,1.118,0.249,186.068,North America
Mexico,MEX,2007,1205.3,10273.219,5224.961,253.548,665.205,6.034,0.219,200.73,North America
Mexico,MEX,2008,1060.735,10096.053,5414.125,233.543,934.363,6.074,0.453,188.096,North America
Mexico,MEX,2009,1064.754,9611.036,5794.641,244.96,623.347,13.911,0.63,176.051,North America
Mexico,MEX,2010,1298.229,9514.934,5788.663,134.358,849.17,28.317,0.708,170.164,North America
Mexico,MEX,2011,1480.852,9539.596,6120.277,225.989,812.425,36.921,0.918,165.013,North America
Mexico,MEX,2012,1272.798,9563.076,6280.491,192.612,700.874,81.009,1.515,148.494,North America
Mexico,MEX,2013,1247.416,9176.496,6546.924,254.24,603.747,90.16,2.284,157.765,North America
Mexico,MEX,2014,1229.188,8649.888,6551.328,204.625,822.389,135.882,4.673,150.904,North America
Mexico,MEX,2015,1211.661,8445.033,6629.272,240.341,641.306,181.548,5.107,154.476,North America
Mexico,MEX,2016,1172.707,8404.597,6732.189,215.468,625.928,211.612,5.144,149.429,North America
Mexico,MEX,2017,1416.551,7998.948,6894.989,218.046,638.092,212.775,23.773,154.887,North America
Mexico,MEX,2018,1248.469,7669.658,6939.833,268.838,639.816,257.785,62.631,137.768,North America
Mexico,MEX,2019,1105.042,7166.828,7106.94,218.383,461.766,341.582,241.444,150.446,North America
Morocco,MAR,1965,148.536,811.383,34.176,0.0,236.785,0.0,0.0,0.0,Africa
Morocco,MAR,1966,222.051,1131.427,33.321,0.0,200.602,0.0,0.0,0.0,Africa
Morocco,MAR,1967,215.806,1213.199,32.521,0.0,173.124,0.0,0.0,0.0,Africa
Morocco,MAR,1968,189.467,1300.657,31.771,0.0,191.997,0.0,0.0,0.0,Africa
Morocco,MAR,1969,185.104,1376.458,31.061,0.0,242.703,0.0,0.0,0.0,Africa
Morocco,MAR,1970,207.623,1409.403,30.386,0.0,233.608,0.0,0.0,0.0,Africa
Morocco,MAR,1971,212.627,1455.972,30.708,0.0,258.224,0.0,0.0,0.0,Africa
Morocco,MAR,1972,257.342,1517.039,32.571,0.0,265.517,0.0,0.0,0.0,Africa
Morocco,MAR,1973,249.702,1776.894,39.888,0.0,194.212,0.0,0.0,0.0,Africa
Morocco,MAR,1974,242.128,1865.315,44.81,0.0,213.283,0.0,0.0,0.0,Africa
Morocco,MAR,1975,269.284,1889.379,38.79,0.0,158.588,0.0,0.0,0.0,Africa
Morocco,MAR,1976,285.703,2017.511,42.422,0.0,152.328,0.0,0.0,0.0,Africa
Morocco,MAR,1977,263.704,2223.581,45.167,0.0,203.634,0.0,0.0,0.0,Africa
Morocco,MAR,1978,259.698,2329.818,41.659,0.0,206.366,0.0,0.0,0.0,Africa
Morocco,MAR,1979,247.383,2580.388,37.675,0.0,225.16,0.0,0.0,0.0,Africa
Morocco,MAR,1980,231.516,2552.396,32.282,0.0,210.522,0.0,0.0,0.0,Africa
Morocco,MAR,1981,240.08,2450.049,40.455,0.0,138.889,0.0,0.0,0.0,Africa
Morocco,MAR,1982,261.04,2516.759,36.636,0.0,75.719,0.0,0.0,0.0,Africa
Morocco,MAR,1983,315.671,2482.055,37.766,0.0,62.159,0.0,0.0,0.0,Africa
Morocco,MAR,1984,264.85,2521.631,36.848,0.0,46.206,0.0,0.0,0.0,Africa
Morocco,MAR,1985,342.196,2455.684,40.723,0.0,60.003,0.0,0.0,0.0,Africa
Morocco,MAR,1986,454.977,2362.554,38.599,0.0,77.725,0.0,0.0,0.0,Africa
Morocco,MAR,1987,517.341,2314.782,30.741,0.0,97.738,0.0,0.0,0.0,Africa
Morocco,MAR,1988,500.639,2427.014,30.812,0.0,108.768,0.0,0.0,0.0,Africa
Morocco,MAR,1989,542.441,2614.144,22.339,0.0,131.955,0.0,0.0,0.0,Africa
Morocco,MAR,1990,513.826,2656.446,20.291,0.0,136.61,0.0,0.0,0.0,Africa
Morocco,MAR,1991,549.732,2611.647,12.754,0.0,134.82,0.0,0.0,0.0,Africa
Morocco,MAR,1992,500.736,3027.605,8.233,0.0,104.149,0.0,0.0,0.0,Africa
Morocco,MAR,1993,537.591,3027.658,7.912,0.0,47.049,0.0,0.0,0.0,Africa
Morocco,MAR,1994,589.725,3238.459,7.606,0.0,87.772,0.0,0.0,0.0,Africa
Morocco,MAR,1995,703.557,3020.131,4.741,0.0,62.874,0.0,0.0,0.0,Africa
Morocco,MAR,1996,887.657,2806.756,5.942,0.0,198.522,0.0,0.0,0.0,Africa
Morocco,MAR,1997,834.277,2945.026,10.806,0.0,208.471,0.0,0.0,0.0,Africa
Morocco,MAR,1998,982.614,2881.778,11.709,0.0,175.6,0.0,0.0,0.0,Africa
Morocco,MAR,1999,928.161,3136.674,13.482,0.0,80.534,0.0,0.0,0.0,Africa
Morocco,MAR,2000,1084.482,2899.307,15.346,0.0,69.266,6.174,0.0,0.0,Africa
Morocco,MAR,2001,1362.811,2871.57,15.008,0.0,81.705,19.5,0.0,0.0,Africa
Morocco,MAR,2002,1340.087,2954.896,17.953,0.0,78.381,18.05,0.009,0.0,Africa
Morocco,MAR,2003,1277.923,2923.956,17.015,0.0,131.879,18.551,0.009,0.0,Africa
Morocco,MAR,2004,1397.995,3341.054,21.584,0.0,143.04,17.879,0.009,0.0,Africa
Morocco,MAR,2005,1449.551,3589.911,139.627,0.0,85.202,18.22,0.009,0.0,Africa
Morocco,MAR,2006,1457.291,3599.192,171.304,0.0,85.252,15.896,0.009,0.0,Africa
Morocco,MAR,2007,1206.395,3719.585,191.015,0.0,76.882,23.772,0.009,0.0,Africa
Morocco,MAR,2008,1351.304,4051.862,186.401,0.0,76.656,24.96,0.008,0.0,Africa
Morocco,MAR,2009,985.624,4044.047,202.255,0.0,211.025,32.135,0.008,0.0,Africa
Morocco,MAR,2010,1002.239,4440.484,215.662,0.0,279.56,53.11,0.008,0.0,Africa
Morocco,MAR,2011,1056.248,4674.485,269.316,0.0,158.53,54.719,0.008,0.0,Africa
Morocco,MAR,2012,1058.015,4638.432,355.201,0.0,126.378,56.409,0.008,0.0,Africa
Morocco,MAR,2013,1035.173,4625.78,339.578,0.0,211.481,92.254,0.008,0.0,Africa
Morocco,MAR,2014,1373.213,4345.605,324.525,0.0,121.872,143.189,0.008,0.0,Africa
Morocco,MAR,2015,1491.361,4189.506,325.94,0.0,137.566,183.865,0.416,0.0,Africa
Morocco,MAR,2016,1418.208,4233.863,326.879,0.0,89.9,214.788,28.745,0.0,Africa
Morocco,MAR,2017,1455.304,4425.454,320.195,0.0,83.241,213.239,29.18,0.0,Africa
Morocco,MAR,2018,1662.34,4265.85,285.78,0.0,116.818,264.945,65.544,0.0,Africa
Morocco,MAR,2019,2125.318,4322.954,267.516,0.0,85.735,319.045,107.371,0.0,Africa
Netherlands,NLD,1965,8414.079,24159.436,1224.691,0.0,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1966,7569.249,25868.888,2306.605,0.0,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1967,7189.444,26118.257,4026.089,0.0,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1968,6732.952,27839.648,6689.232,6.121,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1969,5661.442,30014.6,9745.459,68.067,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1970,4101.936,32997.359,13566.3,78.62,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1971,3063.417,32232.246,17535.423,85.564,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1972,2591.369,35567.941,22569.985,68.128,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1973,2605.914,36328.423,24838.908,229.155,0.0,0.0,0.0,0.0,Europe
Netherlands,NLD,1974,2457.85,30845.435,26176.101,671.198,0.0,0.0,0.0,0.0,Europe
